Operator,Reservoir,CompletionDate,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month
55,5,2012-09-12,7607.0,857.0,15.0,2000.0,475.84,344.372,500.0,5126.864,,35085.838,0.053,2886.224314,0.312,0.012,2.426134962,0.216,0.409,0.799,3.95088648796082,44952.328125
55,6,2013-05-01,4982.0,804.0,23.0,1056.983,954.671,225.541,220.531,5681.128,549.772,21970.233,0.059,2850.736079,0.57,0.014,2.469401907,0.238,0.254,0.793,3.2076780796051,67769.4140625
55,6,2013-04-27,6902.0,822.0,23.0,359.133,708.176,259.02,297.509,5460.597,549.772,22579.096,0.055,3259.890357,0.541,0.023,2.567084142,0.207,0.311,0.799,3.85178899765015,19777.33203125
55,5,2017-12-12,7452.0,1814.0,39.0,684.292,522.992,500.0,127.089,5163.087,,34050.921,0.055,2617.284284,0.357,0.023,2.331743676,0.229,0.41,0.802,5.35536623001099,1855.29248046875
55,5,2017-12-17,7749.0,1713.0,37.0,684.427,684.427,16.123,127.089,5035.998,,30149.7435,0.061,3131.59769,0.472,0.023,2.567593908,0.243,0.317,0.803,5.37582921981812,3429.71264648438
21,5,2012-10-27,6971.0,1204.0,29.0,,,,,4286.567,,23570.812,0.067,2279.378697,0.526,,3.9458705,0.213,0.303,0.794,4.08358287811279,31604.111328125
55,6,2013-06-06,7791.0,1288.0,31.0,615.303,677.346,19.759,26.094,4172.753,569.653,24512.765,0.069,2676.115287,0.565,0.014,3.344057256,0.223,0.218,0.766,4.59793853759766,28910.65625
21,5,2016-12-23,9872.0,1989.0,43.0,383.562,383.562,95.501,95.501,4485.789,,21985.452,0.062,2379.595842,0.402,0.013,3.408634218,0.223,0.296,0.815,6.77514934539795,24832.73828125
21,5,2016-12-16,9823.0,1904.0,40.0,477.488,477.488,95.501,95.501,4581.29,,18673.136,0.06,2720.766927,0.467,0.013,3.109586266,0.216,0.34,0.816,6.77383136749268,25378.220703125
21,6,2016-12-09,7998.0,1954.0,42.0,344.698,344.698,352.125,352.125,5076.281,489.002,11253.097,0.064,3349.319393,0.722,0.018,15.77924863,0.211,0.308,0.818,5.77040719985962,37447.03125
21,6,2016-11-29,9863.0,1984.0,43.0,344.492,344.492,245.598,245.598,4724.156,485.259,17008.559,0.076,2971.934095,0.637,0.017,4.016794551,0.235,0.24,0.817,6.83252096176147,22557.296875
21,5,2017-02-18,9743.0,1996.0,42.0,368.317,368.317,105.064,105.064,4603.612,,19293.364,0.062,2702.129228,0.474,0.013,3.573412529,0.221,0.325,0.813,6.80635166168213,80048.578125
21,6,2017-02-11,8038.0,1995.0,42.0,1144.184,1144.184,44.742,44.742,5121.022,486.492,13793.163,0.066,3427.776999,0.67,0.016,290.7007497,0.21,0.274,0.815,5.96493244171143,40110.19921875
21,5,2017-02-02,9896.0,1997.0,38.0,369.174,369.174,105.064,105.064,4708.677,,17206.536,0.076,3090.420387,0.63,0.013,3.6531009,0.265,0.153,0.814,6.56455087661743,41456.73828125
21,5,2017-01-27,9847.0,1992.0,43.0,351.207,351.207,3.486,133.666,4607.099,,19652.291,0.059,2451.933819,0.433,0.013,3.838123693,0.209,0.36,0.808,6.79318571090698,35000.703125
21,6,2017-01-17,9896.0,1983.0,43.0,306.181,306.181,8.067,388.324,5129.089,479.424,13148.332,0.066,3467.332828,0.694,0.007,352.069238,0.208,0.28,0.809,6.90058040618896,24764.939453125
21,6,2017-01-08,9847.0,1993.0,42.0,306.15,306.15,291.634,291.634,4740.765,479.424,18012.674,0.077,3104.576256,0.623,0.007,4.022977921,0.257,0.154,0.81,6.80215120315552,65477.2578125
21,5,2017-01-01,9949.0,2012.0,43.0,368.499,368.499,154.481,154.481,4449.131,,25591.059,0.074,2853.845708,0.44,0.013,3.902373205,0.274,0.153,0.811,6.8602466583252,29701.888671875
21,5,2012-03-05,6321.0,1206.0,21.0,1195.494,1195.494,29.389,29.389,4955.822,,15922.966,0.066,2975.133959,0.646,0.059,,0.252,0.213,0.835,3.83105993270874,30134.30859375
21,5,2017-08-25,9421.0,1701.0,33.0,371.484,371.484,281.366,281.366,4812.655,,27474.973,0.068,2948.379658,0.343,0.036,,0.246,0.224,0.816,5.97318077087402,16502.07421875
21,6,2017-10-24,9419.0,1737.0,36.0,1147.254,1147.254,500.0,364.833,5504.59,514.698,10771.619,0.066,3845.150022,0.708,0.046,2332.072002,0.212,0.255,0.816,6.22060394287109,67845.6953125
21,6,2017-08-18,9408.0,1733.0,32.0,371.636,371.636,500.0,281.366,5094.02,514.698,23021.332,0.072,3288.082575,0.459,0.046,,0.25,0.193,0.817,6.07066869735718,141300.921875
21,6,2017-08-22,8966.0,1847.0,35.0,388.416,388.416,342.148,342.148,5139.757,525.9,20767.103,0.068,3093.210878,0.499,0.046,,0.222,0.243,0.813,4.40456295013428,101424.8984375
21,6,2017-08-13,8964.0,1848.0,36.0,451.837,451.837,391.658,391.658,5531.415,525.9,10475.217,0.059,3662.458096,0.691,0.046,420.3780157,0.199,0.274,0.811,6.14361333847046,81891.1875
21,5,2017-08-04,11629.0,1747.0,33.0,388.279,787.079,317.506,342.148,4797.609,,27138.063,0.062,2705.770423,0.335,0.036,,0.228,0.273,0.811,7.16722011566162,17954.943359375
21,5,2017-07-02,10205.0,2034.0,46.0,383.187,383.187,348.646,348.646,4777.222,,27612.218,0.058,2611.062235,0.34,0.012,,0.206,0.322,0.803,7.15625,46208.46484375
21,6,2017-07-22,10436.0,1992.0,37.0,1103.038,743.104,335.931,323.215,5125.868,527.214,18394.614,0.067,3289.400674,0.643,0.02,,0.208,0.259,0.804,7.08955812454224,100006.078125
21,6,2016-12-26,10173.0,2016.0,44.0,1185.919,779.122,251.631,292.863,5090.472,521.819,21836.079,0.066,3250.133998,0.552,0.013,,0.213,0.268,0.808,7.17371129989624,95630.1015625
21,5,2017-01-22,10228.0,2004.0,43.0,372.563,755.845,228.097,210.399,4880.073,,22540.238,0.052,2948.38406,0.36,0.006,,0.201,0.368,0.806,7.21931552886963,52924.63671875
21,6,2017-01-10,10283.0,1957.0,43.0,410.526,756.924,340.913,358.61,5449.082,527.214,15561.191,0.057,3854.462966,0.64,0.013,768.5278563,0.192,0.286,0.806,7.31146955490112,76028.6328125
21,6,2013-10-10,7304.0,1368.0,33.0,2000.0,423.676,500.0,500.0,4815.864,499.067,9638.876,0.069,3133.354791,0.75,0.01,,0.23,0.244,0.822,4.56289052963257,32691.013671875
21,5,2014-10-26,9095.0,,,799.017,590.318,81.074,30.009,4683.258,,13345.9095,0.065,3208.547824,0.665,0.017,349.8298727,0.218,0.28,0.828,4.83384656906128,99601.6953125
21,5,2014-10-26,8285.0,1293.0,24.0,799.017,590.318,81.074,30.009,4683.258,,13345.9095,0.065,3208.547824,0.665,0.017,349.8298727,0.218,0.28,0.828,4.83384656906128,99601.6953125
21,6,2014-10-30,7977.0,1169.0,20.0,381.622,753.06,202.754,132.139,4815.397,496.951,9729.602,0.067,2939.835546,0.762,0.015,1.499414211,0.223,0.287,0.825,4.42670106887817,38358.125
21,5,2016-02-13,8974.0,1982.0,34.0,1125.481,760.645,260.388,273.368,4542.029,,22337.42,0.064,2302.845853,0.419,0.012,1.248365698,0.216,0.315,0.825,6.11333847045898,89049.1171875
21,6,2016-02-17,8926.0,2010.0,35.0,396.708,396.708,207.197,207.197,4789.437,498.716,11301.9195,0.072,2863.833997,0.738,0.015,1321.142556,0.233,0.23,0.825,6.15770149230957,56483.66015625
21,5,2016-02-21,8767.0,1999.0,34.0,1140.432,814.277,197.654,207.197,4582.241,,18732.068,0.057,2877.984856,0.433,0.015,,0.212,0.351,0.824,6.03298473358154,107702.296875
21,5,2016-02-13,7953.0,1999.0,36.0,1209.53,743.999,123.699,6.905,4786.701,,25453.644,0.073,3292.167861,0.512,0.033,,0.266,0.188,0.83,5.70229244232178,66918.4140625
21,5,2016-02-19,7768.0,2022.0,36.0,829.78,603.638,133.791,137.243,4656.363,,28661.198,0.06,2628.635465,0.298,0.033,,0.212,0.33,0.829,5.55167436599731,98298.25
21,5,2016-11-07,8605.0,,47.0,256.55,256.55,334.92,334.92,4678.721,,29023.59,0.066,2402.347005,0.348,0.033,,0.228,0.317,0.833,6.70730638504028,81410.921875
21,6,2016-11-12,8657.0,,49.0,276.29,276.29,170.912,170.912,5184.553,496.752,7904.992,0.06,3475.032534,0.802,0.016,3881.915768,0.196,0.277,0.833,6.70217561721802,26874.88671875
21,5,2016-11-07,8572.0,,46.0,1141.685,584.906,132.687,113.47,4806.869,,29398.03,0.08,3116.811242,0.479,0.033,,0.272,0.14,0.832,6.54029321670532,54721.72265625
21,5,2016-11-11,7927.0,,46.0,1110.172,685.076,63.069,117.059,4669.643,,26350.882,0.061,2493.061169,0.361,0.033,,0.218,0.328,0.831,6.40990734100342,60220.68359375
21,6,2016-11-21,8111.0,,47.0,767.681,542.583,244.952,116.812,4770.353,500.653,10826.974,0.071,2928.116358,0.743,0.013,,0.22,0.281,0.824,6.48085880279541,22178.87109375
21,6,2016-12-01,7044.0,,69.0,598.283,519.331,282.265,305.021,5075.374,500.653,14410.483,0.073,3644.081546,0.659,0.013,258.2518923,0.214,0.257,0.823,7.44896984100342,17167.392578125
21,5,2016-12-05,8994.0,,97.0,,,,,4334.99951171875,,17036.61,0.053,3112.392987,0.439,0.017,,0.198,0.39,0.823,11.5370502471924,38317.1875
21,0,2016-11-21,8092.0,,41.0,387.013,919.593,286.26,291.049,4512.137,,30072.885,0.072,2795.588736,0.4,,,0.267,0.163,0.825,6.09560203552246,166451.71875
21,5,2016-12-04,8895.0,,45.0,405.722,780.669,325.39,347.303,4468.561,,22524.452,0.063,2457.871313,0.377,0.017,,0.22,0.299,0.822,6.73230838775635,52456.953125
21,5,2014-11-04,7734.0,1335.0,26.0,373.829,373.829,500.0,247.785,4572.454,,19135.5805,0.063,3306.130474,0.654,0.014,,0.207,0.308,0.792,4.66448402404785,41396.6640625
21,6,2014-10-31,7022.0,,,373.43,373.43,247.785,247.785,4820.238,528.51,18561.1715,0.07,2984.837747,0.744,0.01,342.1488818,0.219,0.231,0.792,4.28871154785156,9632.8056640625
21,6,2014-04-03,7092.0,1312.0,31.0,381.334,381.334,357.969,357.969,4777.643,548.995,16314.491,0.071,3075.874389,0.708,0.027,4.377881074,0.198,0.262,0.81,4.32600688934326,27552.81640625
21,6,2014-03-27,7152.0,1302.0,31.0,384.817,384.817,358.664,358.664,5130.235,548.995,16008.922,0.064,3410.429575,0.663,0.024,24.62765193,0.203,0.257,0.811,4.40587377548218,30763.69140625
21,5,2014-09-04,7210.0,1301.0,24.0,386.934,386.934,500.0,258.809,4580.412,,22680.649,0.065,2966.634731,0.524,0.023,4.488993106,0.21,0.285,0.808,4.40771341323853,19089.83203125
21,6,2014-11-23,7010.0,1589.0,33.0,381.455,381.455,340.929,340.929,5094.916,539.535,19413.062,0.068,3450.048475,0.665,0.015,54.52461612,0.199,0.276,0.792,4.69542264938354,15298.537109375
21,6,2014-11-26,7010.0,1642.0,32.0,381.071,381.071,273.647,273.647,4744.206,539.535,19283.73,0.069,3359.634302,0.689,0.015,0.899463799,0.206,0.27,0.792,4.67744302749634,17515.376953125
21,6,2014-08-15,7665.0,,,388.574,388.574,273.647,273.647,5017.853,539.417,13160.507,0.065,3136.180106,0.75,0.008,74.83837434,0.196,0.281,0.79,4.68432092666626,8318.0966796875
21,6,2014-08-27,7726.0,,,388.533,388.533,340.058,238.262,4677.795,537.333,18072.306,0.073,3344.365712,0.7,0.008,4.853742891,0.2,0.275,0.79,4.67405033111572,4885.96240234375
21,6,2014-09-23,7478.0,2013.0,46.0,374.052,374.052,233.364,233.364,4439.533,537.936,21224.342,0.069,2804.125758,0.613,0.012,30.67880421,0.208,0.28,0.791,5.46823215484619,0.000103554084489588
21,6,2014-10-11,7831.0,,43.0,373.816,373.816,233.364,233.364,4672.897,537.333,18211.746,0.071,3080.236635,0.685,0.014,4.643665784,0.2,0.27,0.789,5.52353239059448,9.93689245660789e-05
21,6,2014-10-23,4681.0,,43.0,394.325,394.325,336.134,336.134,5018.363,533.874,16224.292,0.064,3109.100912,0.68,0.014,56.3814063,0.199,0.27,0.79,4.01763963699341,0.000103404163382947
21,6,2014-11-03,7209.0,,43.0,394.454,394.454,336.134,336.134,4682.229,533.874,15373.571,0.068,2797.21353,0.715,0.015,4.623685284,0.199,0.262,0.789,5.19744539260864,0.000100389610452112
21,6,2012-04-11,7307.0,,21.0,1036.889,1036.889,61.541,61.541,4078.824,564.451,20485.012,0.065,3017.365925,0.612,0.016,3.19305829,0.194,0.254,0.779,3.92707419395447,16656.4609375
21,6,2012-04-21,7168.0,1120.0,22.0,1174.96,1174.96,2.536,2.536,4054.246,566.383,18827.452,0.062,3020.560273,0.622,0.005,3.069430905,0.194,0.261,0.784,3.89293956756592,68505.7890625
21,6,2016-12-29,7249.0,,45.0,663.389,663.389,73.337,73.337,4462.301,571.79,17580.05,0.057,3072.959031,0.617,0.007,3.017503376,0.207,0.255,0.79,5.75786733627319,54676.796875
21,6,2017-01-03,7348.0,,45.0,759.128,563.28,336.185,336.185,4388.964,575.2,21293.609,0.059,2330.140519,0.549,0.007,20.94880921,0.208,0.264,0.792,5.35377597808838,54466.73828125
21,6,2015-03-29,7241.0,1598.0,24.0,955.26,955.26,138.019,138.019,4442.118,564.908,15621.087,0.061,2210.170185,0.673,0.008,20.23595008,0.204,0.262,0.781,4.55604076385498,40729.453125
21,6,2015-04-01,7329.0,1612.0,24.0,370.404,370.404,138.019,138.019,4580.138,564.908,17343.213,0.061,2614.636422,0.688,0.008,2.634684389,0.22,0.202,0.781,4.64287137985229,42215.19921875
21,6,2015-03-02,7242.0,1610.0,25.0,517.479,443.773,500.0,370.769,4438.016,564.908,16989.475,0.058,2303.641669,0.62,0.004,17.53145114,0.201,0.267,0.782,4.58684301376343,58426.83203125
64,5,2016-09-18,6858.0,1907.0,53.0,,,,,4326.717,,19664.478,0.062,2410.480305,0.409,0.021,1.031764811,0.213,0.309,0.813,5.19822025299072,39795.47265625
64,5,2015-09-11,7322.0,2035.0,54.0,,,,,4204.558,,24381.571,0.065,2372.261229,0.401,0.008,3.513147807,0.24,0.221,0.805,5.58532047271729,89809.0234375
56,6,2016-12-15,7767.0,2355.0,61.0,539.77,539.77,211.428,211.428,4042.036,570.301,21675.404,0.069,2432.205872,0.559,0.008,3.511043959,0.228,0.191,0.905,6.24305152893066,73184.140625
64,5,2015-12-15,7007.0,2006.0,51.0,,,,,4358.865,,13090.698,0.078,1940.476677,0.722,0.012,4.194937883,0.243,0.162,0.796,5.34691190719604,72189.0
64,5,2017-08-15,9785.0,1988.0,38.0,810.526,810.526,500.0,175.068,4712.12,,24919.185,0.061,3082.181429,0.409,0.036,1.945706884,0.238,0.249,0.734,6.73549842834473,19106.50390625
64,5,2017-08-16,9230.0,2008.0,40.0,810.06,810.06,175.068,175.068,4887.188,,16900.677,0.051,2975.238551,0.51,0.053,1.844880303,0.202,0.389,0.728,6.52819776535034,33952.21875
64,7,2017-10-17,9597.0,2001.0,84.0,,,,,5634.61,,7739.907,0.053,3516.519731,0.818,,7.031492807,0.226,0.243,0.687,7.69320631027222,182532.203125
64,7,2018-05-13,9041.0,1992.0,69.0,848.611,848.611,380.093,380.093,5596.659,,10400.596,0.049,3721.079279,0.683,,3.476476755,0.214,0.262,0.635,7.01984786987305,37917.43359375
55,5,2018-06-25,9453.0,2397.0,55.0,1049.41,977.278,28.854,54.543,4127.313,,26314.639,0.069,2783.446095,0.512,0.011,3.305260776,0.244,0.187,0.847,7.33011102676392,92005.0
55,5,2018-06-25,9406.0,2377.0,55.0,494.869,494.869,257.898,257.898,4124.148,,24015.486,0.066,2795.85198,0.549,0.011,3.133853982,0.241,0.21,0.843,7.26176261901855,79321.0
64,2,2015-11-26,7002.0,2019.0,53.0,2000.0,2000.0,500.0,500.0,4746.585,,19964.72,0.058,2228.122027,0.539,0.022,1.764987004,0.229,0.178,0.812,5.4655647277832,71329.796875
64,5,2017-01-29,6722.0,1835.0,52.0,845.552,845.552,1.045,1.045,5399.657,,22279.1095,0.058,2536.792897,0.527,0.021,2.388470178,0.187,0.346,0.818,5.22459983825684,74646.9140625
64,5,2017-02-01,7172.0,1888.0,54.0,855.742,855.742,1.045,1.045,5398.613,,24021.819,0.056,2858.825844,0.503,0.021,2.853316623,0.166,0.351,0.821,5.56255102157593,85783.1796875
64,5,2015-10-17,6968.0,2012.0,54.0,2000.0,2000.0,500.0,500.0,5313.518,,25298.5185,0.054,2829.900099,0.428,0.021,2.898855499,0.186,0.337,0.764,5.54381036758423,92132.8828125
64,5,2016-10-17,9572.0,1955.0,55.0,2000.0,2000.0,500.0,500.0,5308.383,,35679.344,0.063,3214.803023,0.404,0.018,3.010086468,0.195,0.289,0.743,7.00119161605835,131452.21875
64,7,2018-05-26,9412.0,2013.0,39.0,2000.0,2000.0,500.0,500.0,6064.638,,9626.7175,0.051,2848.406023,0.691,,2.120545704,0.204,0.317,0.743,7.54134511947632,75600.8359375
64,5,2017-12-14,9597.0,1999.0,67.0,1249.12,1249.12,44.224,44.224,5251.582,,39348.212,0.06,3296.687909,0.279,0.039,2.972467655,0.193,0.288,0.667,7.28871297836304,106738.1796875
64,5,2017-08-27,10357.0,2032.0,52.0,2000.0,2000.0,500.0,500.0,5159.406,,31500.66,0.044,3084.523148,0.287,,2.592302306,0.176,0.326,0.66,7.4796462059021,34354.1171875
64,5,2017-01-01,7022.0,1969.0,53.0,,,,,5196.895,,35943.934,0.055,3111.472837,0.258,0.023,2.928150701,0.181,0.316,0.653,5.46603059768677,67958.2109375
55,5,2016-05-30,9547.0,1835.0,30.0,2000.0,2000.0,500.0,500.0,4927.827,,11368.87,0.064,2477.582018,0.773,0.121,,0.265,0.136,0.875,6.23186540603638,81682.921875
55,5,2015-04-13,7093.0,1308.0,31.0,717.546,717.546,110.329,110.329,5176.545,,31963.634,0.061,3217.199201,0.433,0.065,3.077895918,0.247,0.211,0.884,4.46637058258057,38118.609375
55,5,2015-01-01,7744.0,1447.0,22.0,,,,,5145.113,,27964.431,0.063,3086.084088,0.48,0.066,,0.256,0.177,0.843,4.78896999359131,33730.0
39,6,2018-03-03,4635.0,2191.0,52.0,2000.0,2000.0,500.0,500.0,4852.718,570.62,15105.8425,0.074,3104.909263,0.752,0.014,3.405635154,0.231,0.203,0.773,3.1494927406311,48405.0
55,5,2016-07-26,7307.0,51.0,,675.495,338.291,262.64,35.613,4802.679,,32564.807,0.062,2811.843793,0.302,0.015,2.631727176,0.231,0.276,0.932,2.68414974212646,13476.294921875
55,5,2016-07-11,7249.0,52.0,,10.388,10.388,257.442,257.442,5060.122,,38348.319,0.077,3227.318538,0.37,0.015,3.452775835,0.258,0.121,0.932,2.71521902084351,32562.1796875
55,6,2017-07-14,7261.0,44.0,,340.838,331.339,309.561,160.223,5374.88,551.517,25134.106,0.063,2877.511115,0.456,0.016,2.82054303,0.216,0.202,0.932,2.75959467887878,57668.65625
55,5,2016-02-27,7451.0,1569.0,24.0,10.472,343.328,298.253,303.451,4767.066,,38442.716,0.069,2885.808914,0.28,0.015,3.041423154,0.245,0.241,0.932,4.48388957977295,17991.642578125
55,5,2017-08-02,7474.0,52.0,,10.428,10.428,301.519,301.063,5070.517,,36669.947,0.074,2993.394938,0.364,0.015,3.383730041,0.246,0.15,0.932,2.7595489025116,66731.5546875
55,6,2015-12-21,7090.0,8.0,,2000.0,10.441,5.688,500.0,5369.192,551.517,26037.368,0.063,2905.712381,0.452,0.016,2.869302284,0.214,0.195,0.932,2.68422532081604,16954.357421875
21,5,2017-08-06,8667.0,1865.0,39.0,360.872,360.872,144.572,44.224,5207.358,,31190.281,0.055,3503.423802,0.377,0.014,2.230036741,0.19,0.382,0.692,5.99926328659058,65819.7421875
21,6,2017-07-28,8730.0,1987.0,43.0,343.833,343.833,384.71,384.71,5736.64,499.676,21709.417,0.055,4013.093447,0.569,0.022,18.10164731,0.179,0.317,0.691,6.36388874053955,34761.5703125
21,6,2017-07-15,8625.0,1836.0,41.0,343.859,343.859,500.0,384.71,5351.93,499.676,21848.3305,0.056,3114.040504,0.538,0.022,2.828351487,0.196,0.314,0.689,5.99669218063354,53277.8125
33,6,2015-03-22,7517.0,955.0,23.0,2000.0,2000.0,500.0,500.0,5678.814,453.674,20788.002,0.067,3292.738489,0.568,0.006,2.626990419,0.173,0.32,0.896,3.8074209690094,55551.0
64,5,2016-02-27,7591.0,2015.0,49.0,,,,,4444.138,,9378.004,0.08,2936.069857,0.791,,4.12116046,0.241,0.198,0.805,5.6784234046936,85307.28125
64,6,2017-10-12,6422.0,2256.0,84.0,2000.0,2000.0,500.0,500.0,5625.641,497.925,30278.226,0.048,3688.018691,0.302,0.015,2.66610162,0.166,0.342,0.673,5.86195135116577,36054.828125
64,5,2016-06-04,7206.0,2497.0,61.0,2000.0,2000.0,500.0,500.0,4760.715,,29271.0,0.055,2522.232559,0.339,0.024,2.492725765,0.193,0.31,0.612,6.17338275909424,27452.857421875
64,5,2017-11-30,9782.0,1992.0,67.0,2000.0,2000.0,500.0,500.0,5038.2,,36000.043,0.063,3371.859083,0.35,0.031,3.157181688,0.227,0.187,0.615,7.32917737960815,69186.1015625
64,5,2015-07-14,6451.0,1955.0,44.0,1283.97,1283.97,51.309,51.309,5006.325,,16026.2755,0.072,2715.000904,0.676,0.046,4.341992175,0.236,0.204,0.664,4.96958541870117,37736.140625
43,5,2018-07-08,12947.0,1958.0,43.0,73.725,73.725,204.785,204.785,5449.566,,14856.375,0.053,2945.764971,0.491,0.006,2.685130471,0.194,0.211,0.915,8.24985790252686,204113.0
10,6,2014-01-02,5085.0,1711.0,30.0,2000.0,1015.81,16.966,500.0,6535.38,409.904,25014.538,0.053,3571.524969,0.419,0.006,2.577853136,0.156,0.339,0.917,3.28377842903137,89617.5859375
10,5,2014-06-17,5085.0,1776.0,41.0,2000.0,262.386,311.935,500.0,6339.96,,24462.377,0.04,3672.976095,0.335,0.005,1.918306564,0.144,0.449,0.919,3.37577819824219,57355.234375
10,6,2016-08-07,9966.0,2241.0,57.0,262.471,557.63,222.708,311.935,6651.894,407.738,19082.734,0.052,4509.191261,0.505,0.006,2.31118971,0.141,0.373,0.919,6.39608812332153,132033.0
10,6,2018-03-02,10303.0,2010.0,46.0,234.796,624.81,162.144,170.627,6689.041,407.738,11171.657,0.036,4234.177037,0.635,0.006,2.010438619,0.132,0.422,0.917,6.10186338424683,163416.625
10,6,2018-03-02,10282.0,2004.0,51.0,852.584,573.398,98.822,32.082,6683.976,407.738,11860.285,0.038,4396.179496,0.638,0.006,2.061071888,0.134,0.412,0.918,6.16477203369141,168330.25
10,5,2018-03-02,10303.0,2020.0,45.0,1326.869,264.953,168.095,97.711,6518.414,,31855.88,0.059,4040.511131,0.381,0.005,2.861553376,0.166,0.314,0.917,6.07858276367188,130221.125
57,5,2016-08-03,7430.0,1921.0,47.0,2000.0,2000.0,500.0,500.0,4614.632,,10791.348,0.039,2731.650422,0.4,0.009,2.634637447,0.141,0.295,0.807,4.20589208602905,107984.0
57,5,2016-12-15,7699.0,1935.0,62.0,2000.0,2000.0,500.0,500.0,4683.971,,12664.737,0.041,2478.144389,0.388,0.019,2.444281205,0.159,0.29,0.82,4.54117345809937,176380.0
43,6,2017-09-08,9780.0,1714.0,52.0,526.367,526.367,279.628,279.628,6019.954,474.906,28412.719,0.079,3164.444133,0.567,0.015,2.730663516,0.192,0.246,0.938,6.5002269744873,125133.0078125
43,5,2017-09-02,9752.0,1649.0,56.0,527.163,527.163,386.358,386.358,5624.605,,30298.229,0.059,3527.338183,0.353,0.014,2.656506095,0.194,0.305,0.938,6.4007043838501,136446.0
43,6,2017-09-02,9782.0,1774.0,60.0,,,,,6042.375,479.304,16142.644,0.067,3826.534505,0.701,0.014,7.438223653,0.2,0.263,0.939,6.75099325180054,134913.0
43,5,2017-09-09,9750.0,1623.0,56.0,,,,,5440.61279296875,,16356.442,0.074,3439.63256,0.715,0.014,2.411502133,0.228,0.188,0.938,6.37173891067505,132296.0
43,6,2017-09-05,9780.0,1484.0,52.0,1217.283,1217.283,500.0,386.358,6010.963,474.906,31169.269,0.081,3217.688036,0.535,0.015,2.742744404,0.195,0.239,0.938,6.16865825653076,137871.0
32,7,2017-11-17,5087.0,1887.0,50.0,,,,,6233.966,,24871.67,0.081,3772.453488,0.713,,2.326235839,0.218,0.209,0.92,4.44939661026001,34242.734375
23,2,2017-10-26,11034.0,2120.0,64.0,40.779,40.779,392.031,392.031,6438.831,,21440.1475,0.065,2500.990021,0.533,0.015,2.886200898,0.203,0.126,0.782,7.23137092590332,161264.640625
23,3,2017-11-03,10866.0,1861.0,62.0,2000.0,2000.0,500.0,500.0,5810.595,,16386.078,0.057,1978.380527,0.283,,3.098109753,0.208,0.164,0.782,6.62385416030884,189566.25
23,5,2017-10-26,11034.0,1917.0,64.0,39.79,39.79,500.0,392.031,6830.862,,24860.889,0.065,4162.348617,0.445,0.01,2.719636446,0.185,0.267,0.782,6.99810075759888,291167.5
23,2,2018-03-26,10268.0,2214.0,69.0,2000.0,2000.0,500.0,500.0,6346.77,,23526.146,0.062,3210.380295,0.5,0.007,3.039505471,0.225,0.097,0.816,7.01646423339844,194576.609375
23,3,2018-03-26,10268.0,2218.0,79.0,2000.0,2000.0,500.0,500.0,5684.144,,17172.74,0.058,1953.588141,0.294,,3.038336842,0.218,0.135,0.816,7.09247827529907,186191.640625
23,5,2018-03-26,10114.0,2259.0,80.0,,,,,6808.926,,16344.412,0.039,4337.2827,0.303,0.012,1.841794033,0.156,0.398,0.842,7.25769758224487,339087.78125
57,5,2017-04-15,10422.0,1960.0,62.0,2000.0,2000.0,500.0,500.0,4434.793,,14689.41,0.045,2212.294216,0.29,0.018,2.297645455,0.173,0.299,0.821,5.8260383605957,255670.0
23,2,2017-06-22,7401.0,1596.0,42.0,300.27,300.27,275.202,275.202,5208.296,,23635.887,0.059,2361.344284,0.457,0.013,2.267455946,0.228,0.146,0.819,4.17968463897705,417754.5
23,5,2017-06-22,7475.0,1594.0,42.0,600.543,636.589,143.683,9.858,5478.569,,18397.491,0.066,2664.207261,0.442,0.016,2.727425477,0.229,0.098,0.819,4.26533794403076,177075.25
23,5,2017-06-22,7438.0,1602.0,43.0,334.482,384.466,276.37,272.609,5488.427,,18594.021,0.065,2655.663254,0.439,0.016,2.695812158,0.228,0.099,0.818,4.28031635284424,174661.78125
23,2,2017-04-08,4806.0,,40.0,857.687,857.687,119.904,119.904,6388.985,,17091.258,0.044,3137.187554,0.323,0.003,2.705070809,0.177,0.172,0.774,3.2325713634491,115867.0
15,2,2017-11-13,7679.0,1873.0,48.0,758.56,670.813,160.714,126.767,6070.061,,18754.546,0.061,2864.237603,0.661,0.009,2.433940734,0.222,0.151,0.971,5.85963916778564,92970.6015625
15,6,2017-11-12,7679.0,1846.0,46.0,1087.241,851.392,10.972,2.689,6835.917,235.248,11458.799,0.056,3441.291324,0.61,0.011,2.672727027,0.183,0.196,0.972,5.93225526809692,126025.7109375
15,2,2017-11-16,7677.0,1901.0,47.0,645.572,653.366,188.358,194.661,6264.722,,22956.553,0.059,3151.282578,0.55,0.009,2.197000555,0.218,0.171,0.971,5.90483808517456,91900.4375
